bgsl_id	term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
GSD:6c156c28-1651-4ca4-afd2-14435c40d69f	Blood group H antigen tetraose type 1						1A				BIOOLIGO	
GSD:40f5bc45-40d6-45c8-9499-1e154f0371e1	Blood group H antigen tetraose type 2						1A				BIOOLIGO	
GSD:91252642-e48c-4932-b194-16ec992c09db	Blood group H antigen tetraose type 4					Globo H tetraose	1A				BIOOLIGO	
GSD:2e01cb56-1c85-4da0-b45a-faa7d99709a8	Blood group H antigen triaose type 2						1A				BIOOLIGO	
GSD:d1b2db9c-7d8f-4aee-a68c-beed7eee83e3	Blood group H antigen triose type 1						1A				BIOOLIGO	
GSD:a09d6b11-5a98-4a18-8ed6-d9ca363aeac6	Blood group H antigen triose type 3						1A				BIOOLIGO	
GSD:8355ca1a-48c4-47ec-8201-d3041c6aa36e	Blood group H antigen triose type 4						1A				BIOOLIGO	
GSD:6029dc10-955e-4e41-9a2f-f54237e05dfc	Blood group H antigen triose type 5						1A				BIOOLIGO	
GSD:fa6edfd3-6f93-4dbe-adbb-8166a50040ad	Blood group H antigen triose type 6						1A				BIOOLIGO	
GSD:0ed5a19c-fcae-4fe7-87d5-c0a5b55f958a	Blood group H type 1	type 1 blood group H core trisaccharide; H type 1; Blood group H (type 1); Blood group H - type 1 chain					1A	G40696TO; G00294TN		GlycoMotif:GGM.000042; GlycoMotif:GDV.000011	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GDV	
GSD:21b06f4b-72a6-44ef-843b-ee9e7b9f882b	blood group H type 2	H type 2; H type 2 chain; H type 2 antigen; type 2 chain H; blood group H type II; Blood group H - type 2 chain; Blood group H (type 2)		type 2; Blood group H; Blood group type 2			1A	G70519XK; G61459JW; G00052MO	GSD000037	GlycoMotif:GGM.000036; GlycoMotif:GDV.000015	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV; CUMMINGS; GLYCOMOTIF_GDV	
GSD:bcdec788-57db-4059-a9d7-7e41db1cbc36	blood group H type 3	H type 3; H antigen (type 3); Type 3 chain H		blood group H			1A	G94435QH	GSD000105	GlycoMotif:GGM.000010; GlycoMotif:GDV.000006	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:c9e0a269-4ff1-41d3-b7b4-8b37e578051d	blood group H type 4	H type 4					1A	G98465JN; G35778AN	GSD000039	GlycoMotif:GGM.000086; GlycoMotif:GDV.000007	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:1ea3fdb2-913c-49d2-8e5b-63f0120eae2b	CA19-9 antigen	CA19-9; carbohydrate antigen 19-9				sialyl Lewis a; Sialyl Lewis a	1A	G00053MO			PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E; GSD_GLYGEN_V0	
GSD:170fb3c9-a30b-4884-8cc5-2ffe6f8a2e58	CAD						1A	G00063MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
GSD:2721b555-911d-4079-a026-e761a752deb8	CD77					Gb3	1A	G00059MO			EOG_VARKI_4E; GSD_GLYGEN_V0	
GSD:a8e0b4d7-923f-44ff-b5a9-3a67e88f2152	Chodroitin Sulfate D Unit						1A	G46732TY			PUBDICT_GLYCAN_MOTIF	
GSD:c0561c11-1067-5e5a-ba4b-43ad894ccf41	chondroitin						1A	G43702JT; G00018MO			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	Superficially, this would seem to make sense, because primary glycans of cartilage include hyaluronan (see Chapter 15) and chondroitin sulfate, both of which contain hexosamines within their structure (see Chapter 16).
GSD:5ee39a73-269a-4186-a7c6-62e5e009ce33	Chondroitin 4S						1A	G00018MO			PUBDICT_GLYCAN_MOTIF	
GSD:3d250b8c-6c0f-5d52-9fd3-1a58a7660e1d	chondroitin sulfate	chondroitin sulfuric acid; chondroitin sulphate			chondroitin polysulfate		1A	G00018MO	GSD000043		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICT_MOTIF_GTC	For example, dermatan sulfate is defined as having one or more iduronic acid–containing disaccharide units (chondroitin sulfate B) as well as glucuronic acid–containing disaccharides (chondroitin sulfate A and C).
GSD:0a5b0166-1241-5a4a-a0d8-d7d1970792c6	chondroitin sulfate A					chondroitin-4-sulfate	1A				EOG_VARKI_4E; GSD_GLYGEN_V0	For example, dermatan sulfate is defined as having one or more iduronic acid–containing disaccharide units (chondroitin sulfate B) as well as glucuronic acid–containing disaccharides (chondroitin sulfate A and C).
GSD:37210836-4c03-58ec-ae10-befc14eacc9e	chondroitin sulfate B					dermatan sulfate	1A				EOG_VARKI_4E; GSD_GLYGEN_V0	For example, dermatan sulfate is defined as having one or more iduronic acid–containing disaccharide units (chondroitin sulfate B) as well as glucuronic acid–containing disaccharides (chondroitin sulfate A and C).
GSD:0d5ea83b-21ec-59e0-a01e-35fb322984f4	chondroitin sulfate C						1A				EOG_VARKI_4E; GSD_GLYGEN_V0	
GSD:74d80e0e-d8f6-4bc8-ae71-c0e46b361078	chondroitin sulfate D	Chondroitin Sulfate D Unit					1A	G46732TY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:8f6f7c24-3f1b-4db2-ba76-11880d6a7348	chondroitin sulfate/dermatan sulfate	chondroitin/dermatan sulfate	CS/DS				1A		GSD000184		GSD_GLYGEN_V0	Biosynthesis of chondroitin sulfate/dermatan sulfate involves the polymerization of N-acetylgalactosamine and glucuronic acid units and a series of modification reactions including O-sulfation and epimerization of glucuronic acid to iduronic acid.
GSD:5c444dc8-d458-53df-88a8-65344b643df1	chondroitin-4-sulfate	4-sulfated chondroitin sulfate				chondroitin sulfate A	1A	G19059PI			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:6328b58f-362d-4ff2-86a7-96e23ce02b29	chondroitin-6-sulfate	6-sulfated chondroitin sulfate					1A	G34992DF			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:a87bffd5-8013-40b9-83a5-e3087d62e873	cisGM1	GM1b					1A	G03277YI; G14633CL	GSD000044	GlycoMotif:GGM.000100; GlycoMotif:GDV.000102; GlycoMotif:CCRC.000100	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:c752f08d-02e4-402c-9910-353ec9b7eb69	core 0						1A	G57321FI			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	
GSD:0fd86f52-404f-45fb-afd7-fa20adcb0fad	core 1	Core 1 / T antigen; core 1 O-glycan; core 1 O-GalNAc glycan; O-Glycan core 1	C1G				1A	G00031MO; G58645HA; G00032MO		GlycoMotif:GGM.001005	PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM; PUBDICT_MOTIF_GTC	A family of core 1 galactosyltransferases (C1GalTs) exists in Drosophila and the loss of certain members disrupts the nervous system and neuromuscular junctions (NMJ).
GSD:ca236d51-3a64-4e03-acc2-f15ecaca0569	core 2	core 2 O-glycan; core 2 O-GalNAc glycan; O-Glycan core 2					1A	G00033MO; G00034MO		GlycoMotif:GGM.001007	PUBDICTIONARIES-GLYCAN-IMAGE; BIOOLIGO; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	The enzymes responsible for core 2 synthesis are core 2 β1-6 N-acetylglucosaminyltransferases 1, 2, and 3 (GCNT1, GCNT3 and GCNT4).
GSD:bf830cb7-4464-4a6d-bc6e-bde254b86ad3	core 3	core 3 O-glycan; core 3 O-GalNAc glycan; O-Glycan core 3					1A	G00035MO; G00036MO		GlycoMotif:GGM.001009	PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Core 3 O-mannose is extended in the ER by an N-acetylglucosaminyltransferase (POMGNT2) that adds a β1-4GlcNAc.
GSD:3c4ce89a-46ca-4cbe-a61e-bc6b468df9e7	core 4	core 4 O-glycan; core 4 O-GalNAc glycan; O-Glycan core 4					1A	G00037MO; G00038MO		GlycoMotif:GGM.001011	PUBDICTIONARIES-GLYCAN-IMAGE; BIOOLIGO; PUBDICT_GLYCOSMOS; EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Less common cores are core 3, in which β1-3GlcNAc is added to O-GalNAc, and core 4, in which core 3 is branched by the addition of β1-6GlcNAc (Table 10.1).
GSD:00748dfd-e05e-4ba2-bbd6-b63d66565b00	core 5	O-Glycan core 5					1A	G00039MO; G00040MO		GlycoMotif:GGM.001013	PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
GSD:ffc436ea-284b-4aec-a7e9-14eb6c20de51	core 6	O-Glycan core 6					1A	G00041MO; G00042MO		GlycoMotif:GGM.001015	PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
GSD:f8f2ebab-fda4-476d-b0ad-03353daf4a73	core 7	O-Glycan core 7					1A	G00043MO; G00044MO		GlycoMotif:GGM.001017	PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
GSD:d064fac6-1f8a-41ac-984a-fb0079162653	core 8	O-Glycan core 8					1A	G76355TG		GlycoMotif:GGM.001032	PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; GLYCOMOTIF_GGM	
GSD:c4155809-eacd-4d50-b8ee-5f00cf835dfa	core M1	core M1 O-mannose glycan	M1				1A	G85856KC			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; EOG_VARKI_4E	Core M1 glycans can also be converted to Core M2 O-mannose glycans by the addition of a β1-6GlcNAc to the O-mannose, catalyzed by the N-acetylglucosaminyltransferase MGAT5B.
GSD:6f9ccdea-5e6d-4481-8ea2-598ea66635d0	core M2	core M2 O-mannose glycan	M2				1A	G56868BH			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; EOG_VARKI_4E	Core M1 glycans can also be converted to Core M2 O-mannose glycans by the addition of a β1-6GlcNAc to the O-mannose, catalyzed by the N-acetylglucosaminyltransferase MGAT5B.
GSD:a05e60af-7132-4229-99f9-c994adbc77fa	core M3	core M3 O-mannose glycan	M3				1A	G97041TX			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; EOG_VARKI_4E	The core M3 glycans (Figure 13.5) possess key functional properties and have to date been identified only on the mammalian protein α-dystroglycan.
GSD:62a8ffaf-7eaf-4962-a6f4-4baff423fc2d	Core type 1 triose						1A				BIOOLIGO	
GSD:3e38e938-b0d1-457b-8f06-9889eb85b643	Core type 2 triose						1A				BIOOLIGO	
GSD:664a9881-a4b2-4768-ad1c-a25d04ac9fe1	Core type 4						1A				BIOOLIGO	
GSD:3528e0ee-aefb-4baa-ab79-0709aca12118	CT/Sda						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:6344e425-4651-4d92-8a4f-2662dfd4c27a	cyclic sialyl 6-sulfo Lewis x						1A	G11148DZ; G80722US; G23322RK; G53231FE	GSD000052	GlycoMotif:GDV.000001; GlycoMotif:CCRC.000023	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:7140c861-92e4-43c2-bacd-2f7273d3bcc4	Cytolipin R						1A	G57710SU; G19926LY	GSD000053	GlycoMotif:GGM.000083; GlycoMotif:GDV.000063; GlycoMotif:CCRC.000083	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:aca81550-5a7e-4f26-9ac5-cd9f931d464f	delta-heparan sulfate						1A	G25575JK; G17927IW			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:0ef0d5e3-6dad-54e6-9bde-79eec7ce6000	dermatan sulfate	beta-Heparin				chondroitin sulfate B; Dermatan L-iduronate	1A	G00019MO	GSD000054		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Biosynthesis of chondroitin sulfate/dermatan sulfate involves the polymerization of N-acetylgalactosamine and glucuronic acid units and a series of modification reactions including O-sulfation and epimerization of glucuronic acid to iduronic acid.
GSD:e04ce7d2-9900-406c-9441-8420617a7741	dimeric Lewis a	Dimeric Lea	Di-LeA				1A	G21808VY; G82106UN; G06148DR		GlycoMotif:GDV.000025; GlycoMotif:CCRC.000126	PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; CUMMINGS; GLYCOMOTIF_CCRC; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:9a4080d7-eb07-4c92-97ec-c9d7c3bc93f9	dimeric Lewis c		Di-Lec				1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:99bcbb99-d2a4-44c1-83d4-39911cd9392c	dimeric Lewis x	dimeric Le(x); di-Lewis x	DimLex^x; diLe(x); Di-Lex			Lewis X - Lewis X	1A	G79535HZ	GSD000058	GlycoMotif:GGM.000031	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV; BIOOLIGO	
GSD:0cb4639d-8b29-45d0-8cde-27ad85020b35	Disialogangliotetraosylceramide		GD1a	Disialoganglioside	NeuAc-GD1b; GD1b		1A	G37184KW; G46677TE			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:13993f7f-fa8d-4a13-a480-df77999b11f6	Disialosyl galactosyl globoside		DSGG			disialosyl globopentaosylceramide	1A	G97932OH			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:e2a4d7b2-d63d-4a6f-903b-8b8496105935	disialosyl globopentaosylceramide	Disialosyl Gb5	DSGb5			Disialosyl galactosyl globoside	1A	G97932OH; G75814EP	GSD000060	GlycoMotif:GGM.000082; GlycoMotif:GDV.000093; GlycoMotif:CCRC.000082	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:9d04152c-abc9-4677-a8be-5ff38f0300a7	disialyl Core 2						1A				BIOOLIGO	
GSD:936957cb-4c40-4cc2-8151-be860efc525e	disialyl Core 2 with sLex on Core 2						1A				BIOOLIGO	
GSD:f58e66b6-a333-454d-a680-cf8046554c05	disialyl Gb5					disialosyl Gn5	1A	G97932OH	GSD000061		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:8e6a621e-97de-4a29-801b-63515b820626	disialyl I antigen	disialyl I					1A	G54937EM	GSD000062		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:2c92929a-4f34-5166-a815-b20e3decb896	disialyl Lewis a	disialyl-Lewis a; disialyl Lea					1A	G93400AK	GSD000063		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:b223ece1-3772-4f21-8ffe-255e575f3860	disialyl Lewis c						1A	G14000ZZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:3fc7d3d4-bfff-419b-8439-8bff26bc97e3	disialyl T antigen	di-sialyl T antigen; disialyl-T antigen; disialylated T-antigen					1A	G01614ZM; G65191ST; G84906ML	GSD000064	GlycoMotif:GGM.000014; GlycoMotif:GDV.000092; GlycoMotif:CCRC.000014	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:fc360443-5e52-5286-9023-5a450d05986c	extended core-1 O-glycan						1A				EOG_VARKI_4E	
GSD:aae1cd9d-2ddc-4e71-8735-0145758e62bc	Extended GM1						1A	G03506YN			SUGARBIND	
GSD:0d74560b-8390-49a8-a8ac-ebe807a9f3b3	Extended tetrafucosyl-Le						1A	G57142PA		GlycoMotif:GDV.000002	GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
GSD:e19eeb60-ae9a-49d2-9a04-28ef03caeae0	Extended tetrafucosyl-Leb						1A				CUMMINGS	
GSD:e0ebf839-750e-4706-9fb5-5ad4f6f99357	Extended tetrafucosyl-Leb338						1A	G75811PV		GlycoMotif:CCRC.000124	GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:1967b04c-e893-4ade-b425-1fd2ed148112	Extended trifucosyl-Leb						1A				CUMMINGS	
GSD:727fff8e-6962-434a-8623-2779faa46fcd	F1 alpha						1A	G61730RY; G21312EA			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:23de9483-620f-4f09-8254-aadec36ed27e	Forssman antigen	Forssman glycolipid; Globopentosylceramide; Forssman; Forssmann				Globopentosylceramide	1A	G80062GG; G00064MO; G72565QB		GlycoMotif:GGM.000084; GlycoMotif:GDV.000061; GlycoMotif:CCRC.000084	PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_MOTIF_GTC	The Forssman antigen, first discovered in sheep erythrocytes by John Frederick Forssman, is expressed during embryonic and adult stages in many mammals.
GSD:5ffac077-d5c1-45b8-ba7a-219b725c7842	Fuc-gangliotetraosylceramide					H-5-ganglio; Fuc-GgO4	1A	G57920AK			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:9cad9894-bd0f-4a44-897d-c2a6e2f81d67	fucosyl asialo-GM1						1A	G57920AK			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:f4233b5f-ac92-4c8f-9aa1-87d262bd38bd	fucosyl GM1						1A	G91532KA			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; BIOOLIGO; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:1a899805-78e7-4c0b-ba92-53131e675270	Fucosylated A antigen type 5						1A				BIOOLIGO	
GSD:538b482d-cdc0-4f6d-9708-30013dc4f5c6	Fucosylated B antigen type 5						1A				BIOOLIGO	
GSD:a7868da4-a6c2-4825-97b9-c86700b1c213	GA1	ganglioside GA1			Glycosphingolipid Ganglio series	asialo-GM1	1A	G21856LC			EOG_VARKI_4E; GSD_GLYGEN_V0; BIOOLIGO	SeviL (PDB 6LF2), in mussels, binds to the trisaccharide Galβ1-3GalNAcβ1-4Gal, a component of gangliosides GM1b (Siaα2-3 Galβ1-3GalNAcβ1-4Galβ1-4Glcβ1-1Cer) and GA1 (Galβ1-3GalNAcβ1-4Galβ1-4Glcβ1-1Cer).
GSD:950ade62-6782-4b96-90d7-c12b0bd81409	GA2				Glycosphingolipid Ganglio series		1A	G90562PB			PUBDICTIONARIES-GLYCAN-IMAGE; BIOOLIGO; PUBDICT_GLYCOSMOS	
GSD:216556c5-52c0-4c8e-bf7a-0a3c20df340f	Gal(b1-3) globoside						1A	G99053DY			PUBDICT_GLYCAN_MOTIF	
GSD:7cdbe7ea-633a-4692-916d-c76cd7e2e8b8	Gala3-type1						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:1e514403-6869-41bd-be3a-897ff09c30c8	Gala3Lex						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:833e18dc-f06a-4873-b90c-b06c2b199b6e	galabiosylceramide	Galabiosylceramide			Glycosphingolipid Gala series	Digalactosylceramide	1A	G67988RO	GSD000078		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:1ee85a32-f360-42a0-8406-3fcb4b1a1e22	Galactocerebroside (non-hydroxy fatty acid)						1A				PUBDICT_GLYCONAVI_NAME	
GSD:7829c0b5-3df6-5e54-baad-fb4c64380426	galactosylceramide	galactoceramide; Galactocerebroside	GalCer; Gal-Cer; LC				1A	G65889KE	GSD000079	GlycoMotif:GGM.000061; GlycoMotif:GDV.000053	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	GSLs, such as GalCer, are built on a ceramide lipid moiety that consists of a long-chain amino alcohol (sphingosine) in amide linkage to a fatty acid.
GSD:2f66bcff-9d08-4f4b-9dfd-fd06ef9f5d03	galactosylgloboside						1A	G99053DY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:598bace5-65e5-4099-b69a-8309869023e7	Galili antigen pentaose						1A				BIOOLIGO	
GSD:2c0a815e-bdba-4872-a6e6-27bc82990548	Galili-tri						1A				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:3fe213aa-32b2-44a3-a62d-6ebaa51f3259	GalNAc Disialyl Lc4						1A	G33532XU			PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:80b0fdd0-ff35-4158-affe-375c12812fa6	GalNAc disialyl Lc4 hexasaccharide						1A	G33532XU	GSD000080		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	
GSD:dbfbe6a9-8b1e-4e1e-af58-7b4df0c2fc63	GalNAc-GD1a						1A	G92175CL			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:97680e65-5cb6-4c5c-9411-a3f884d8ced1	Gangliotetraose						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:c7365bd0-d36d-417e-afbd-f0ea279079a7	Gangliotetraosylceramide		GgO4; Gg4			asialo-GM1; GA1; Asialo-GM1a	1A	G21856LC; G05357CB			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:06280f60-1257-4d4c-8240-f963524ad72a	Gangliotriaosylceramide		Gg3			Asialo-GM2; GA2; Asialo-GM2a	1A	G90562PB			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
GSD:088ed8ca-a940-4827-93dd-ffe9a12c4f57	Gangliotriose						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:20e88f5c-c2b3-59f6-be89-7e0e58465d7c	Gb3				Glycosphingolipid Globo series	Pk antigen; CD77	1A	G00059MO			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Some glycolipids are highly enriched in specific cancers (e.g., Gb3/CD77 in Burkitt's lymphoma and GM3, GD2, and GD3 in melanomas) (Figure 47.3).
GSD:b137039e-0172-5d89-8fa3-68775f8d4016	Gb4	globoside-4			Glycosphingolipid Globo series	P antigen	1A	G00061MO			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:323aec21-c781-4e05-9963-642b8732fdd6	Gb5		Globopentaosylceramide				1A	G99053DY; G19298OA; G88796WA		GlycoMotif:GGM.000076; GlycoMotif:GDV.000029; GlycoMotif:CCRC.000076	GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; CUMMINGS	
