bgsl_id	term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
GSD:0d51eb33-4a29-41da-8382-23b3860aa89d	LS-hexasaccharide d						1B				BIOOLIGO	
GSD:e8293a34-a43c-45b3-8eaf-f062522639a1	LS-tetrasaccharide a						1B				BIOOLIGO	
GSD:4ceea015-4eae-4d9b-837e-2613765b0376	LS-tetrasaccharide d						1B				BIOOLIGO	
GSD:7a480935-95c0-4edc-b991-fa37750562f5	LSTc pentasaccharide						1B	G72506RN			SUGARBIND	
GSD:61a69afa-e4c2-4874-a7c1-cc4660c3d0f6	Mono-fucosyl LN						1B	G64227KZ; G65223RT		GlycoMotif:GDV.000041	GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
GSD:5372d0be-d390-45a4-9f2a-1db7b15956f2	Mono-fucosyl LN3	Mono-fucosyl LN_3					1B	G65223RT; G80291PD		GlycoMotif:GGM.000122; GlycoMotif:CCRC.000122	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:7a051bb0-34c0-4230-a9c2-a1c88742f8d8	Mono-fucosyl LN5	Mono-fucosyl LN_5					1B	G64227KZ; G93536PN		GlycoMotif:GGM.000121; GlycoMotif:CCRC.000121	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:63ac422c-f4c4-4e8d-8015-b33b72f73f97	Monosialylganglioside LSTb						1B	G83513YI; G72506RN		GlycoMotif:GDV.000116; GlycoMotif:CCRC.000128	CUMMINGS; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:04d45d70-b2b3-5f73-bbe0-cf1fd8a53b5d	N-acetyllactosamine	Lactosamine	LN; LacNAc				1B	G66213AR; G00055MO; G04616ST		GlycoMotif:CCRC.000001; GlycoMotif:CCRC.000005	EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV; PUBDICT_MOTIF_GTC; GLYCOMOTIF_CCRC	The LacNAc units can sometimes be repeated, giving extended poly-N-acetyllactosamines (sometimes incorrectly called “polylactosamines”) (Chapter 14).
GSD:92dcd6b9-f368-4d91-90b7-04877d3248a9	N-acetyllactosamine (type 2)	Type 2 LN; N-acetyllactosamine; N-acetyllactosamine type 2; Lactosamine Type 2		LacNAc; N-acetyllactosamine	N-acetyllactosamine		1B	G00055MO	GSD000129	GlycoMotif:GGM.000001	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	These reactions may recur to form poly-N-acetyllactosamine [-3Galβ1-4GlcNAcβ1-]n (poly-LacNAc).
GSD:24d335a2-51a3-5232-96e6-2d60815f8e55	N-glycan core				N-Glycan core basic		1B	G00026MO		GlycoMotif:GGM.001001	EOG_VARKI_4E; GLYCOMOTIF_GGM; PUBDICT_MOTIF_GTC	
GSD:cc105310-a225-4627-a651-9fffa19f2c86	N-Glycan core basic						1B	G00026MO			PUBDICT_GLYCAN_MOTIF	
GSD:db6f22b8-9289-4bda-884e-991baf7145f3	N-Glycan core, arm-fucosylated						1B	G05006NI		GlycoMotif:GGM.001025	GLYCOMOTIF_GGM	
GSD:8ef73bdf-03e5-4c5e-9b39-39ad8ca4dae4	N-glycan core, bisected						1B	G68395LV		GlycoMotif:GGM.001023	GLYCOMOTIF_GGM	
GSD:009e4888-3996-4ba5-927d-7aa56f9a3f2d	N-Glycan core, core-fucosylated						1B	G68504BA		GlycoMotif:GGM.001024	GLYCOMOTIF_GGM	
GSD:0002fe16-91a5-45c2-8c82-a92efe4485e5	N-glycan core, truncated	N-Glycan truncated motif. First GlcpNAC cut off					1B	G63560NE; G59883YF; G00027MO		GlycoMotif:GGM.001022	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	
GSD:bda69acb-2606-4db3-81d9-aea2790669c1	Neo Lactosamine						1B	G00056MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
GSD:50702cc6-699e-4d6e-98f4-9f26f8e8b109	O-Fucose	O-linked fucose; O-fucose glycan					1B	G82576YO; G39294YF			PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E; GSD_GLYGEN_V0	O-Fucose can be elongated to a tetrasaccharide (Siaα2–3/6Galβ1-4GlcNAcβ1-3Fucα-O-Ser/Thr) in certain contexts (e.g., EGF1 from human clotting factor IX and EGF12 from mouse NOTCH1) (Table 13.1), but not in others (e.g., EGF1 from human clotting factor VII and EGF5 from mouse NOTCH1).
GSD:80574fea-f943-4f6e-8800-375be189203d	O-Fucose / Thrombospondin Type 1 Repeat	O-fucose glycan / thrombospondin type 1 repeat					1B	G36855WW			PUBDICT_GLYCAN_MOTIF; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	
GSD:283d4f22-39c7-4f9a-b451-7a5b58440677	O-Fucose Core	O-Glycan O-Fucose Core					1B	G49112ZN		GlycoMotif:GGM.001035	GLYCOMOTIF_GGM	
GSD:17d4b1f6-7f34-5221-9454-43f9e00c5f98	oligomannose	oligomannosyl structure					1B				EOG_VARKI_4E	
GSD:8fbb3cd6-990c-57ec-bf3c-e6826c0b93ec	Outer arm fucose						1B				EOG_VARKI_4E	
GSD:146aba34-600b-5250-8eaa-78b19e76b286	paucimannose N-glycan	paucimannosidic N-glycan					1B		GSD000144		EOG_VARKI_4E; GSD_GLYGEN_V0	These Man3–4GlcNAc2 N-glycans (paucimannose N-glycans) are formed from GlcNAcMan3–4GlcNAc2 following removal of the peripheral GlcNAc by a Golgi hexosaminidase that acts after α-mannosidase II (Chapters 24 and 26).
GSD:3b5bcc26-f0a7-40b5-a3e0-34444e9f5053	poly-KDN						1B	G42911NE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:3414ff02-7a95-507c-b1c0-efdc59904ea2	poly-lacto-N-biose						1B				EOG_VARKI_4E	
GSD:2cd03630-ad1c-52c7-b888-7c495783fe10	poly-N-acetylglucosamine	poly-GlcNAc	PNAG				1B				EOG_VARKI_4E	
GSD:6b4d591f-cc04-56e8-a565-f8198ae070e4	poly-N-acetyllactosamine	poly-LacNAc; poly-LN; Polylactosamine					1B	G00058MO			EOG_VARKI_4E; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	The LacNAc units can sometimes be repeated, giving extended poly-N-acetyllactosamines (sometimes incorrectly called “polylactosamines”) (Chapter 14).
GSD:2c944fe9-8bea-46f5-9ab0-1ccc8b05c6f0	poly-N-acetylneuraminic acid						1B	G80631ZD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:fb783caa-e149-43f1-8b95-9587832c198d	poly-N-glycolylneuraminic acid						1B	G95717TY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:197964ba-03d7-5f0a-ae09-b7a7e1fd478c	polyfucose branch						1B				EOG_VARKI_4E	
GSD:32f8e4bf-4bce-5880-822c-2bbe9e194237	polyglycosylceramide						1B				EOG_VARKI_4E	
GSD:99e7e9ac-4324-5ba3-bc57-1c68b48aba2a	polymannose						1B				EOG_VARKI_4E	
GSD:b3b96d8e-5d7b-5cd5-adce-1c284a2a8086	polymannosyl N-glycan						1B				EOG_VARKI_4E	
GSD:bbaf1170-1d3f-55a0-946d-268cf8f7fa4d	polysialic acid		polySia; PSA				1B	G77612ZC	GSD000182	GlycoMotif:GGM.000252	EOG_VARKI_4E; GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM	ST8SIA2 (also called STX) and ST8SIA4 (also called PST) catalyze the synthesis of linear polymers of up to 400 α2-8 sialic acid residues to give polysialic acid (PolySia or PSA) on NCAM.
GSD:85de55d3-c7bc-5196-9eb1-80795c555e3e	sialoglycan	Sia-containing glycan; sialic acid-containing glycan					1B				EOG_VARKI_4E	Overall, it appears that we do not yet know the full extent of sialoglycan diversity in nature.
GSD:b157895c-4432-56f2-b984-d30820a25a33	sialoglycolipid						1B				EOG_VARKI_4E	
GSD:2e0bfe1a-5256-4725-83a4-bb8c240ace11	sialopentaosylceramide						1B	G13224CR; G96400MT	GSD000148	GlycoMotif:GGM.000097; GlycoMotif:GDV.000070; GlycoMotif:CCRC.000097	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:12a546d0-44fa-43b9-bc21-3e1f0ac840c3	sialyl 6-sulfo LacNAc						1B	G99745QX			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:ab6751e8-61e4-4688-bf9e-e3dfa8b3d6a3	Sialylated LDN					sialylated LacdiNAc	1B	G55583HW		GlycoMotif:GGM.000050; GlycoMotif:GDV.000118; GlycoMotif:CCRC.000050	BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
GSD:d6d5d9b1-e690-541d-b5fb-6b58d336553a	sialylated N-acetyllactosamine						1B				EOG_VARKI_4E	
GSD:19c1831c-18e7-4f32-be04-bfcec56eda91	Sialylated tetraose type						1B				BIOOLIGO	
GSD:234e26ab-852e-4ea4-abd2-06d2d5117cd1	Sialylated tetraose type 1						1B				BIOOLIGO	
GSD:091efd4c-aa6e-4b9a-872b-764499430f27	Sialylated tetraose type 2						1B				BIOOLIGO	
GSD:0abc3c13-5074-412f-8159-bcbd8120ae0c	Sialylated triose type 1						1B				BIOOLIGO	
GSD:aee918cb-25f8-50b7-8174-0b8aee6bfdb1	tetraantennary N-glycan	N-Glycan tetraantennary					1B	G33451SJ	GSD000164	GlycoMotif:GGM.001039	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM	
GSD:69594bfb-99de-46fb-a398-ba43d032a62a	Tri-LN						1B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
GSD:e42c7aa4-8b95-5f1c-8fe3-c263093d7b5a	tri-mannose / O-linked	tri-Man-Ser/Thr					1B				EOG_VARKI_4E	
GSD:1471df12-b367-5f77-b47f-f8e31ae9707f	triantennary N-glycan	tri-antennary N-glycan; N-Glycan triantennary					1B	G59096WE	GSD000170	GlycoMotif:GGM.001038	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM	
GSD:0efdf83c-def5-4353-bee1-e251faca6648	trimannosyl core					Man3	1B		GSD000175		GSD_GLYGEN_V0	
GSD:ee43a491-8db9-472a-a883-ecc02a2ded21	Trisialylated pentaose type 1						1B				BIOOLIGO	
GSD:3d7cd09c-d97b-47c4-9c76-0136cab74fa2	Trisialylated pentaose type 2						1B				BIOOLIGO	
GSD:6f6e40d8-ff18-4f4d-b1d5-43c5dd730fec	Type 1 LN	type-1 unit; type-1 chain repeating unit		N-acetyllactosamine			1B	G00056MO; G43784HS		GlycoMotif:GGM.000005; GlycoMotif:GDV.000035	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; EOG_VARKI_4E	
GSD:74e3545d-6d77-44c3-8433-8c26f434e72a	Type 1 LN2			N-acetyllactosamine type 1			1B	G43784HS		GlycoMotif:GGM.000006	CUMMINGS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	
GSD:0c4406ec-9b99-4cd0-8a6d-f2b4d1aad1ca	Type 1 LN3			N-acetyllactosamine type 1			1B	G17961XM		GlycoMotif:GGM.000007; GlycoMotif:GDV.000034	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
GSD:63a68751-7ea5-4ce0-92fc-4b0fefe73252	Type 2 LN	type-2 unit; type-2 chain repeating unit					1B	G00055MO		GlycoMotif:GDV.000046	GLYCOMOTIF_GDV; EOG_VARKI_4E	
GSD:a4aab6f8-07af-4349-abb0-62df2bc1391c	Type 2 LN2			"i"" antigen; i antigen; N-acetyllactosamine type 2"			1B	G00058MO		GlycoMotif:GGM.000002; GlycoMotif:GDV.000045	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
GSD:8a16aa22-c6c7-504a-b0a9-c4e7a92d84ea	type-4 chain						1B				EOG_VARKI_4E	
GSD:62c19a81-2859-5cac-8aae-c9a9d6da5eb4	amylopectin						1C				EOG_VARKI_4E	Starch consists entirely of glucose and exists as amylopectin and amylose.
GSD:e86221c1-46b4-424d-be26-2a159c08c9f8	amylose						1C	G05740LL			PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME	Starch consists entirely of glucose and exists as amylopectin and amylose.
GSD:d742c56c-350f-5f5e-bf18-d4ed7d085155	apiogalacturonan						1C				EOG_VARKI_4E	For example, xylogalacturonans contain single β-D-Xylp residues linked to O-3 of some of the backbone residues (Figure 24.2), whereas apiogalacturonans have β-D-apiose (Apif) and apiobiose linked to O-2 of some of the backbone residues.
GSD:cac26532-3963-48ec-8344-9f7a4f710307	arabinan						1C	G22535ZZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	As is the case for AG, periplasmic extension of LMs is catalyzed by specific type C GTs that further elaborate into lipoarabinomannans (LAMs) using decaprenyl-P-Araf, creating a covalently linked arabinan resembling the structure in AG, in a LAM molecule containing more than 100 sugars (Figure 21.3).
GSD:c2935744-0bf0-488a-ae10-eccef3800dbe	arabinogalactan type I						1C	G98272RS			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:cb7b0497-535f-46e7-b908-6a39377c3ae7	arabinogalactan type II	Arabinogalactan Type ll					1C	G12828SG			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:687c2e68-ec7d-54ca-a4ee-2996b7df7ebb	arabinoglucuronoxylan						1C				EOG_VARKI_4E	Gymnosperm secondary walls contain arabinoglucuronoxylans (AGXs), which in addition to MeGlcpA substituents, have Araf residues attached to O-3 of some of the backbone residues.
GSD:41f65e5a-b339-4a8e-b145-2cdc3bb6216e	beta 1-4 galactan						1C	G77076MY			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:a2e4e04e-182c-4890-8b37-de47dd47876a	beta 1-6 galactan	1-6 beta Galactan					1C	G69386QK			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:1083d84a-bf43-50ba-a94d-bf349b194916	callose						1C				EOG_VARKI_4E	Callose, a polysaccharide composed of 1-3-linked β glucosyl residues, is another β-glucan produced by plants (Figure 24.1G).
GSD:c7381b2b-a6b8-53b0-9ccd-02d2e5f775f7	cellulose						1C	G00025MO			EOG_VARKI_4E; PUBDICT_MOTIF_GTC	Many of these enzymes have a catalytic domain connected to a cellulose-binding module.
GSD:de911f78-53d3-478e-ba0f-167446bceb3d	Cellulose like Glc(1-4)n						1C	G00025MO			PUBDICT_GLYCAN_MOTIF	
GSD:87cba7f2-dfd0-5338-a6bb-0100197ad8ad	chitin						1C	G97099AY			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS	Chitin, a polymer of (GlcNAcβ4)n, is one of the most abundant biopolymers on Earth, second only to cellulose (which is interestingly a (Glcβ4)n polymer synthesized in a similar manner by extrusion at the cell surface).
GSD:812d8fe6-24aa-5c10-afab-b0f3523c1d49	cyclic β1-2 glucan						1C				EOG_VARKI_4E	
GSD:1fb3e01a-50ec-56fb-ab50-f6f757d82d96	dextran						1C				EOG_VARKI_4E	Glyco-QDs functionalized with carboxymethyldextran and polylysine were used to study carbohydrate–protein interactions.
GSD:d5eb4aa0-0881-5a7f-8b55-4027c9e0d7df	fructan						1C				EOG_VARKI_4E	Plants also produce fructose-containing polysaccharides termed fructans.
GSD:d437d34e-537b-57ce-8704-433177d46d46	fucoidan						1C				EOG_VARKI_4E	Fucoidans are a group of sulfated polysaccharides isolated from several brown algae that have been reported to have anticoagulant, antitumor, antithrombosis, antiinflammatory, and antiviral properties.
GSD:672c9b68-8cc9-5b73-a41f-4f1912dbe84b	galactan						1C				EOG_VARKI_4E	The second polymer, GXMGal, is based on α1-6 galactan, with side chains of galactose, glucuronic acid, mannose, and xylose (Figure 23.7); the backbone is also modified with small amounts of β1-2-linked galactofuranose (not shown).
GSD:1d4660e2-b1f4-5dfd-8daa-7b23494e4747	galactomannan						1C	G93424OB			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:f103e2fb-58a5-5b16-80c5-8e27ca3c0536	glucan	glucose polymers					1C				EOG_VARKI_4E	A. fumigatus also produces an extracellular matrix composed of monosaccharides, α1-3-glucan, galactomannan, and a galactosaminogalactan composed of variable galactopyranose repeats linked to N-acetylgalactosamine, which are partially de-acetylated.
GSD:2312c43c-2cd4-563f-b74c-b95ee7b58642	glucomannan						1C	G88924MD			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Mixtures of plant polysaccharides such as larch bark arabinogalactan and glucomannan are often termed “glyconutrients” that are claimed to contain “essential monosaccharides” needed for “cell communication.” Because all monosaccharides can be made in vivo from glucose (except in patients with rare genetic deficiencies; see Chapter 42), none of the other monosaccharides are actually known to be “es...
GSD:77ceee42-d16d-590b-ae3e-94e617326342	glucuronoarabinoxylan	Glucronoarabinoxylan					1C	G54315VV			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The glucuronoarabinoxylans in the secondary walls of grasses typically contain fewer Araf residues than their primary wall counterpart (Figure 24.1D).
GSD:68812b8d-f8a2-5064-86e7-b8389b0069d5	glucuronoxylan	Glucronoxylan					1C	G94091AV			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Glucuronoxylans, which are major components in the secondary walls of woody and herbaceous eudicots, have an α-D-GlcpA or MeGlcpA substituent at O-2 (Figure 24.1C).
GSD:159b23d6-4463-518c-b6d0-edc0916ae57e	glycogen						1C				EOG_VARKI_4E	A second well-studied example is glycogen, a large branched homopolysaccharide used as a short-term storage form of glucose in bacteria, yeast, and animals.
GSD:76dafbf0-bbad-51c3-a5ff-fcd0648bef27	hemicellulose	Hemicellulosic polysaccharides					1C				EOG_VARKI_4E	Xyloglucan, glucurono/arabinoxylan, and glucomannan (Figure 24.1B–E) are included under this chemical definition of hemicelluloses.
GSD:017402ef-2612-5929-912c-b2b5634f6ebd	heteroxylan						1C				EOG_VARKI_4E	Heteroxylans are the major hemicellulosic polysaccharide present in the secondary (lignified) cell walls of seed-producing plants.
GSD:12a886f2-8d40-554c-93dd-cc2f8894e46c	homogalacturonan						1C	G25318VQ			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	The degree of methylesterification affects the ability of homogalacturonan-containing glycans to form ionic calcium cross-links with themselves and with other pectic polymers.
GSD:ea85fb40-de20-4986-8e3a-fe2538d023d4	Inulin						1C				PUBDICT_GLYCONAVI_NAME	The simplest fructan is inulin, a linear glycan of sucrose with 1-2-linked β-D-Fruf.
GSD:232bb3ce-533d-555d-a9f4-ed9809d4ad1d	levan-type fructan						1C				EOG_VARKI_4E	
GSD:97780e7f-7a97-52e0-bcef-62e033517882	lipo-chitooligosaccharide	lipochitooligosaccharide	LCO				1C				EOG_VARKI_4E	
GSD:755bd8b9-fb88-5107-b53c-4a9fa6a0f664	lipopeptidophosphoglycan		LPPG				1C				EOG_VARKI_4E	
GSD:ce35d9a0-c346-5335-8128-5430003359c9	lipopolysaccharide		LPS				1C				EOG_VARKI_4E	Each chain can contain one to hundreds of repeats, although there is a preferred (modal) cluster of chain lengths in LPS isolated from an individual strain.
GSD:e44b5779-9508-562c-9490-a76618c6623a	lipoteichoic acid		LTA				1C				EOG_VARKI_4E	Cell wall lipoteichoic acids and teichoic acids are unique components of Gram-positive bacteria, which are often surrounded by a CPS or a less dense EPS layer.
GSD:038734aa-0f88-58d2-9ee6-d2f72d775a65	mannan						1C				EOG_VARKI_4E	
GSD:08ea19f8-5687-56dc-9812-ce892691fca0	mannosylated lipoarabinomannan		ManLAM				1C				EOG_VARKI_4E	The terminal Araf residues can be further capped by Man residues in ManLAM.
GSD:1cd04026-2429-5e21-a7ab-c21c2150a456	matriglycan						1C				EOG_VARKI_4E	In the Golgi, a polymer glycan (matriglycan) is generated, recognized by several diagnostic monoclonal antibodies and necessary for the binding of laminin and other molecules to α-DG.
GSD:96cf2a55-237d-5a94-8c48-ea3a5399fcc2	methanochondroitin						1C				EOG_VARKI_4E	A pathway of methanochondroitin biosynthesis has been proposed based on activated precursors in Methanosarcina barkeri cell extracts.
GSD:b467b6e9-26e7-467b-b9be-e4f1d6b20e35	mixed-linkage beta glucan	1-3/1-4 beta glucan			β-glucan		1C	G46558JB			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:995a508c-70c2-50eb-b141-863139196fe1	pectin						1C				EOG_VARKI_4E	Pectins are structurally complex polysaccharides that contain 1-4-linked α-D-GalpA.
GSD:d51dc931-a3ca-5b24-a263-ae807bf9cb6e	phosphomannan						1C				EOG_VARKI_4E	
GSD:f2f7171a-ce36-5d80-b7f6-0ae02cc92d57	phosphopeptidomannan						1C				EOG_VARKI_4E	
GSD:78ce0d7e-50a2-5e7b-aba2-98aa9bb1ef3d	pseudomurein	pseudopeptidoglycan					1C				EOG_VARKI_4E	Pseudomurein shares structural similarities with bacterial murein yet presents significant differences (Figure 22.2).
GSD:311d11b4-4abe-5b2e-942a-596c17524017	raffinose						1C				EOG_VARKI_4E; PUBDICT_GLYCONAVI_NAME	
GSD:ff4ec627-d237-5bcb-a389-251ba334d130	rhamnogalacturonan						1C				EOG_VARKI_4E	Rhamnogalacturonan-I (RG-I) is a family of polysaccharides with a backbone composed of a repeating disaccharide 4-α-D-GalpA-1-2-α-L-Rhap-1.
GSD:7fc01df9-8288-52ae-934e-2e65dfab5a1d	Rhamnogalacturonan-I		RG-I		rhamnogalacturonan		1C				EOG_VARKI_4E	Rhamnogalacturonan-I (RG-I) is a family of polysaccharides with a backbone composed of a repeating disaccharide 4-α-D-GalpA-1-2-α-L-Rhap-1.
GSD:32bec96f-bd7c-5876-85ff-5a7ef6c01be7	Rhamnogalacturonan-II		RG-II		rhamnogalacturonan		1C				EOG_VARKI_4E	Several of the monosaccharides in RG-II are O-methylated and/or O-acetylated.
GSD:97e3ae1b-7f96-5148-8f6f-02eea317eef6	rhamnomannan						1C				EOG_VARKI_4E	
GSD:ad85463a-3111-5186-94b3-b074cddaead4	starch						1C				EOG_VARKI_4E	Starch consists entirely of glucose and exists as amylopectin and amylose.
GSD:2ecd47eb-1349-5683-b84c-d6986496c78d	sulfated galactan				galactan		1C				EOG_VARKI_4E	These polysaccharides include agarose (agar) and carrageenan, which are sulfated galactans obtained from red seaweeds.
GSD:9a4adb24-5192-5017-8286-14828329a8e1	teichoic acid	teichoic acid polymer					1C				EOG_VARKI_4E	Furthermore, teichoic acid polymers, built from glycerol or ribitol residues joined by phosphodiester linkages, are located within the cell wall.
GSD:a99ba2f3-c21f-5d4f-b958-3576be9c9188	xylan						1C				EOG_VARKI_4E	Ferulic or coumaric acids are often esterified to the Araf residues of xylan in grass primary and secondary cells walls.
GSD:db5ed7f2-45f9-5e86-9eb1-bc412c33afc7	xylogalacturonan						1C	G00367NK			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	For example, xylogalacturonans contain single β-D-Xylp residues linked to O-3 of some of the backbone residues (Figure 24.2), whereas apiogalacturonans have β-D-apiose (Apif) and apiobiose linked to O-2 of some of the backbone residues.
GSD:6e9249d9-1b1b-5dbf-8561-76de16821a00	xyloglucan						1C	G25326UC			EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Xyloglucan, glucurono/arabinoxylan, and glucomannan (Figure 24.1B–E) are included under this chemical definition of hemicelluloses.
GSD:32bfa27a-d28a-584a-9a53-7b24e852853f	α-mannan				mannan		1C				EOG_VARKI_4E	
GSD:602bc4bf-da9f-505c-8a5d-d3de8020b72d	β-(1,3)-glucan	β-1,3-glucan			β-glucan		1C				EOG_VARKI_4E	Xyloglucan oligosaccharides effectively protected grapevine and Arabidopsis against the fungal/oomycete pathogens, whereas β-1,3-glucans improved, among others, tobacco, and grapevine protection against bacterial, fungal, and oomycete pathogens.
GSD:3f1f513f-f9df-5475-8bb2-ca5235e3de00	β-(1,4)-glucan	β-1,4-glucans			β-glucan		1C				EOG_VARKI_4E	
GSD:6c978e40-5b00-580b-b7c6-94bc0e970ccc	β-glucan	Beta-glucan					1C	G00024MO			EOG_VARKI_4E; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	The presence of 1-3, 1-4-linked β-glucans (also referred to as mixed-linkage glucans) (Figure 24.1F) in the walls of grasses was once considered to be a unique feature of these plants.
GSD:b115b40e-fdf0-573a-9549-0ec68f296584	1-4-linked α-L-guluronic acid	1-4-linked α-L-GulpA					2A				EOG_VARKI_4E	
GSD:28b652e2-5923-5c29-96f1-988d8d23c5e6	1-4-linked β-D-mannuronic acid	1-4-linked β-D-ManpA					2A				EOG_VARKI_4E	
GSD:b4252c0c-bc81-4ea0-b928-404997acbb09	2-3 sialyl-lacto-N-tetraose						2A	G21066IE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:e44890e8-530b-4926-9b3e-f877b16a5e66	2-3 sialylparagloboside						2A	G01767JJ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GSD:0c04a38c-bca0-4828-81a3-db514bbcb89b	2-6 sialyl-LacNAc-Gal						2A	G03509EL			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
