sheet	row	raw_term	class_code	method	evidence
pubdictionaries-glycan-image	96	Xyloglucan	1C	1A_cross_sheet	{'1C': 3}
pubdictionaries-glycan-image	103	iGb3	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	104	iGb4	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	105	isomaltose	3B	1A_cross_sheet	{'3B': 1}
pubdictionaries-glycan-image	106	isopanose	3B	1A_cross_sheet	{'3B': 1}
pubdictionaries-glycan-image	109	melibiose	3B	1A_cross_sheet	{'3B': 1}
pubdictionaries-glycan-image	110	nLc4	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	111	nLc6	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	112	panose	3B	1A_cross_sheet	{'3B': 1}
pubdictionaries-glycan-image	113	primeverose	3B	1A_cross_sheet	{'3B': 1}
pubdictionaries-glycan-image	134	6-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	138	6,6'-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	139	Acharan Sulfate	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	140	Delta-Heparan Sulfate	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	141	Alpha-Galactosyl Epitope	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	142	2-9,2-6 Disialyllactosylceramide	1A	1A_cross_sheet	{'1B': 1, '1A': 1}
pubdictionaries-glycan-image	143	6,6,6'-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	146	Galactose 3-O-Sulfate	3B	1A_cross_sheet	{'2A': 1, '3B': 1}
pubdictionaries-glycan-image	147	6,6'-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	148	6,6,6'-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	150	Disialyl I	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	158	F1 Alpha	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	159	Bata Galactose	2A	1A_cross_sheet	{'2A': 1}
pubdictionaries-glycan-image	160	2-9,2-6 Disialyllactosylceramide	1A	1A_cross_sheet	{'1B': 1, '1A': 1}
pubdictionaries-glycan-image	166	Poly-N-Acetylneuraminic Acid	1B	1A_cross_sheet	{'1B': 1}
pubdictionaries-glycan-image	173	Poly-N-Glycolylneuraminic Acid	1B	1A_cross_sheet	{'1B': 1}
pubdictionaries-glycan-image	179	O-Mannosyl Glycan / Mammalian	3C	1A_cross_sheet	{'3C': 2}
pubdictionaries-glycan-image	180	O-Mannosyl Glycan / Yeast	3C	1A_cross_sheet	{'3C': 1}
pubdictionaries-glycan-image	181	O-Fucose Glycan /EGF Repeat	1B	1A_cross_sheet	{'3C': 1, '1B': 1}
pubdictionaries-glycan-image	182	O-Fucose Glycan /Thrombospondin Type 1 Repeat	3C	1A_cross_sheet	{'3C': 1}
pubdictionaries-glycan-image	198	Chindroitin Sulfate D Unit	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	208	Arabinogalactan Type I	1C	1A_cross_sheet	{'1C': 2}
pubdictionaries-glycan-image	210	Sialyl 6-Sulfo LacNAc	1B	1A_cross_sheet	{'1B': 2}
pubdictionaries-glycan-image	211	GalNAc Disialyl Lc4	1A	1A_cross_sheet	{'1A': 1}
pubdictionaries-glycan-image	212	GalNAc Disialyl Lc4 (Hexasaccharide)	1A	1A_cross_sheet	{'1A': 1, '1B': 1}
pubdictionaries-glycan-image	217	Neu5Gc(a2-3)Gal / Monosialoganglioside	2A	1A_cross_sheet	{'2A': 1}
pubdictionaries-glycan-image	218	Neu5Ac(a2-3)Gal / Monosialoganglioside	2A	1A_cross_sheet	{'2A': 1}
pubdictionaries-glycan-image	219	C-Series Gangliosides Oligosaccharide / Hemato- or Ganglio-Type	1B	1A_cross_sheet	{'1B': 1}
pubdictionaries-glycan-image	225	Disialyl Lewis c	1A	1A_cross_sheet	{'1A': 3}
pubdictionaries-glycan-image	226	Sialyl Lewis c	1A	1A_cross_sheet	{'1A': 2}
pubdictionaries-glycan-image	228	Arabinogalactan Type ll	1C	1A_cross_sheet	{'1C': 1}
pubdictionaries-glycan-image	235	Lac	3B	1A_cross_sheet	{'3B': 1}
sugarbind	21	Lactotriaosylceramide (Lc3)	1A	1A_cross_sheet	{'1A': 3}
sugarbind	83	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
sugarbind	108	VIM-2	1A	1A_cross_sheet	{'1A': 8}
sugarbind	119	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
sugarbind	123	Sialyllactotetraosylceramide	1A	1A_cross_sheet	{'1A': 3}
sugarbind	134	Sialyllactotetraosylceramide	1A	1A_cross_sheet	{'1A': 3}
sugarbind	136	I-active ganglioside	1A	1A_cross_sheet	{'1A': 2}
sugarbind	140	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
sugarbind	143	Sulfatide	1A	1A_cross_sheet	{'1A': 6}
sugarbind	164	Melibiose	3B	1A_cross_sheet	{'3B': 1}
biooligo	55	N-Acetyl-D-Lactosamine (LacNAc)	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	65	A-tetra Lactose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	66	A-tetra type 2	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	67	B-tetra Lactose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	68	B-tetra type 2	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	69	Difucosyllactose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	71	Chondroitin tetrasaccharide	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	82	Hyalonuric acid hexasaccharide	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	83	Hyalonuric acid tetrasaccharide	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	85	Hyaluronic acid hexasaccharide	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	87	Hyaluronic acid hexasaccharide	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	144	3′-KDNLN	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	145	6P-Man3	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	146	deoxy Chitotetraose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	147	deoxy Chitotriose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	148	Fuc-Gal-Xyl	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	159	Neu5Ac-Gal-(Neu5Ac)-GlcNAc	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	161	Tk	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	166	Chitohexose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	167	Chitopentose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	168	Chitotetraose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	169	Chitotriose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	170	deoxy chitotriose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	171	deoxy chitotetraose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	172	Chitopentaose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	173	Chitohexaose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
biooligo	194	Disialosylpentaose	2A	1B_rule_engine	rules fired on raw+synonyms+extras
pubdict-glycan-motif	13	Peptidoglycan	DISCARD	1B_rule_engine	rules fired on raw+synonyms+extras
pubdict-motifglytoucan	12	Peptidoglycan	DISCARD	1B_rule_engine	rules fired on raw+synonyms+extras
pubdict-motifglytoucan	15	LPS	DISCARD	1B_rule_engine	rules fired on raw+synonyms+extras
sugarbind	5	Gangliotriaosylceramide (Gg3, Asialo-GM2, GA2, Asialo-GM2a)	1A	1B_rule_engine	rules fired on raw+synonyms+extras
sugarbind	14	Monosialogangliotetraosylceramide (Monosialoganglioside, NeuAc-GM1, GM1a, GM1)	1A	1B_rule_engine	rules fired on raw+synonyms+extras
sugarbind	15	Disialogangliotetraosylceramide (NeuAc-GD1b, Disialoganglioside, GD1b)	1A	1B_rule_engine	rules fired on raw+synonyms+extras
sugarbind	29	Trisialogangliotetraosylceramide (NeuAc-GT1b, GT1b)	1A	1B_rule_engine	rules fired on raw+synonyms+extras
pubdict-glyconavi-name	2	Î±,Î±-Trehalose	3B	1C_openai:gpt-5.4	trehalose is a named free disaccharide
pubdict-glyconavi-name	3	2'F-A type 2	DISCARD	1C_openai:gpt-5.4	synthetic-style term explicitly listed outside scheme
pubdict-glyconavi-name	4	2'F-B type 2	DISCARD	1C_openai:gpt-5.4	synthetic-style shorthand outside defined classes
pubdict-glyconavi-name	8	3'-KDNLec	1A	1C_openai:gpt-5.4	modified Lewis c named glycan entity
pubdict-glyconavi-name	9	3'GN type1	2B	1C_openai:gpt-5.4	single named substitution on type-1 chain
pubdict-glyconavi-name	10	3'GN-Di-LN	2C	1C_openai:gpt-5.4	multiple descriptors stacked on lactosamine chain
pubdict-glyconavi-name	11	3'KDNLN	2B	1C_openai:gpt-5.4	single named substitution on lactosamine
pubdict-glyconavi-name	12	3'S-Di-LN	2C	1C_openai:gpt-5.4	sialylated di-lactosamine has stacked descriptors
pubdict-glyconavi-name	14	3'S-Di-Lec	1A	1C_openai:gpt-5.4	modified Lewis c named glycan entity
pubdict-glyconavi-name	18	3'SLN	2B	1C_openai:gpt-5.4	single named substitution on lactosamine
pubdict-glyconavi-name	19	3'SLN (Gc)	2B	1C_openai:gpt-5.4	single named substitution on lactosamine
pubdict-glyconavi-name	20	3'SLN-Lec	1A	1C_openai:gpt-5.4	Lewis c-containing named glycan variant
pubdict-glyconavi-name	22	3'SLec	1A	1C_openai:gpt-5.4	sialyl Lewis c is modified Lewis antigen
pubdict-glyconavi-name	23	3'SLec (Gc)	1A	1C_openai:gpt-5.4	modified Lewis c named glycan entity
pubdict-glyconavi-name	24	3'SLecLN	1A	1C_openai:gpt-5.4	Lewis c-containing named glycan variant
pubdict-glyconavi-name	26	3'STri-LN	2C	1C_openai:gpt-5.4	sialylated tri-lactosamine has stacked descriptors
pubdict-glyconavi-name	27	6'S-Di-LN	2C	1C_openai:gpt-5.4	sialylated di-lactosamine has stacked descriptors
pubdict-glyconavi-name	29	6'SLDN	2B	1C_openai:gpt-5.4	single named substitution on LacdiNAc
pubdict-glyconavi-name	30	6'SLN	2B	1C_openai:gpt-5.4	single named substitution on lactosamine
pubdict-glyconavi-name	31	6'SLN (Gc)	2B	1C_openai:gpt-5.4	single named substitution on lactosamine
pubdict-glyconavi-name	32	6'STF	1A	1C_openai:gpt-5.4	modified TF antigen shorthand
pubdict-glyconavi-name	33	6SLN-Lec	1A	1C_openai:gpt-5.4	modified Lewis c epitope shorthand
pubdict-glyconavi-name	34	9OAc3'SLN	2B	1C_openai:gpt-5.4	modified sialyllactosamine shorthand
pubdict-glyconavi-name	35	9OAc3'Slec	1A	1C_openai:gpt-5.4	modified Lewis c epitope shorthand
pubdict-glyconavi-name	36	A tetra L	1A	1C_openai:gpt-5.4	blood group A tetra variant
pubdict-glyconavi-name	37	A tetra type 1	1A	1C_openai:gpt-5.4	blood group A type 1 variant
pubdict-glyconavi-name	38	A tetra type 2	1A	1C_openai:gpt-5.4	blood group A type 2 variant
pubdict-glyconavi-name	39	Abequose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	40	Acosamine	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	41	Allose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	42	Altrose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	43	Amicetose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	45	Apiose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	47	Arcanose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	48	Ascarylose	3B	1C_openai:gpt-5.4	standalone monosaccharide noun
pubdict-glyconavi-name	49	Ascorbic acid	DISCARD	1C_openai:gpt-5.4	non-glycan small molecule
pubdict-glyconavi-name	50	B tetra L	1A	1C_openai:gpt-5.4	blood group B tetra variant
pubdict-glyconavi-name	51	B tetra type 1	1A	1C_openai:gpt-5.4	blood group B type 1 variant
pubdict-glyconavi-name	52	B tetra type 2	1A	1C_openai:gpt-5.4	blood group B type 2 variant
pubdict-glyconavi-name	53	B2-tri	1A	1C_openai:gpt-5.4	blood group B trisaccharide variant
pubdict-glyconavi-name	55	Boivinose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	56	CT/Sda	1A	1C_openai:gpt-5.4	canonical CT and Sda antigen names
pubdict-glyconavi-name	58	Cellotriose	DISCARD	1C_openai:gpt-5.4	named trisaccharide outside scheme
pubdict-glyconavi-name	59	Ceramide trihexosides(CTH)	1A	1C_openai:gpt-5.4	ceramide trihexoside is globotriaosylceramide
pubdict-glyconavi-name	60	Chacotriose	DISCARD	1C_openai:gpt-5.4	named trisaccharide outside scheme
pubdict-glyconavi-name	61	Chalcose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	62	Cladinose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	63	Colitose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	64	Cymarose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	65	D-Fucitol	3B	1C_openai:gpt-5.4	modified monosaccharide as standalone noun
pubdict-glyconavi-name	66	D-Galactosaminitol	3B	1C_openai:gpt-5.4	modified monosaccharide as standalone noun
pubdict-glyconavi-name	67	Daunosamine	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	68	Desosamine	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	69	Di-LN	1B	1C_openai:gpt-5.4	lactosamine repeat feature name
pubdict-glyconavi-name	71	Di-Lec	1A	1C_openai:gpt-5.4	Lewis c variant shorthand
pubdict-glyconavi-name	73	Diginose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	74	Digitalose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	75	Digitoxose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	76	Erythrose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	77	Erythrulose	3B	1C_openai:gpt-5.4	standalone monosaccharide trivial name
pubdict-glyconavi-name	78	Evalose	3B	1C_openai:gpt-5.4	Trivial monosaccharide name
pubdict-glyconavi-name	79	Evernitrose	3B	1C_openai:gpt-5.4	Trivial monosaccharide name
pubdict-glyconavi-name	80	Forosamine	3B	1C_openai:gpt-5.4	Trivial monosaccharide name
pubdict-glyconavi-name	81	Fructose	3B	1C_openai:gpt-5.4	Standalone monosaccharide noun
